serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
43,Mohd Maqbool War,5393,BJP,0,Graduate,61,"1,13,20,000",1 Crore,0,
44,Mohd Younis,5656,Jammu & Kashmir Pir Panjal Awami Party,0,Graduate Professional,54,"9,30,000",9 Lacs,0,
45,Nazir Ahmad Lone,5653,Rashtriya Jankranti Party,0,8th Pass,46,"62,00,000",62 Lacs,"18,00,000",18 Lacs
46,Nazir Ahmad Sofi,6012,Manvadhikar National Party,0,10th Pass,Unknown,"42,70,000",42 Lacs,"1,50,000",1 Lacs
47,Nisar Ahmad Wani,10680,Jammu & Kashmir National Panthers Party,0,10th Pass,36,"30,000",30 Thou,0,
48,Perseen Singh,5657,IND,0,12th Pass,39,"1,35,000",1 Lacs,0,
49,Prof. Bhim Singh,5667,Jammu & Kashmir National Panthers Party,0,Post Graduate,78,0,0,0,
50,Raja Aijaz Ali,4875,Jammu & Kashmir People Conference,0,Graduate Professional,67,"17,68,68,487",17 Crore,"8,48,606",8 Lacs
51,Rajiv Chuni,4615,IND,0,10th Pass,56,"3,81,11,801",3 Crore,"70,62,479",70 Lacs
52,Rakesh Mudgal,6025,IND,0,Graduate Professional,42,"1,86,50,000",1 Crore,0,
53,Raman Bhalla,5665,INC,0,Graduate Professional,56,"5,92,72,009",5 Crore,"68,05,874",68 Lacs
54,Ridwana Sanam,7018,IND,0,Graduate Professional,39,"49,00,000",49 Lacs,0,
55,Rigzin Spalbar,11351,INC,0,Graduate,61,"5,83,18,908",5 Crore,"87,65,000",87 Lacs
56,Riyaz Ahmad Bhat,10681,IND,0,10th Pass,45,"31,000",31 Thou,0,
57,Sajjad Ahmad Dar,6014,IND,0,12th Pass,30,"27,000",27 Thou,0,
58,Sajjad Hussain,11951,IND,0,Post Graduate,37,"1,09,000",1 Lacs,0,
59,Sakander Ahmad Nourani,6054,IND,0,Post Graduate,30,0,0,0,
60,Sanjay Kumar Dhar,10670,Manvadhikar National Party,0,12th Pass,51,"3,55,000",3 Lacs,0,
61,Satish Poonchi,5660,IND,0,10th Pass,70,"54,44,000",54 Lacs,0,
62,Shaber Ahmed,6023,IND,0,Graduate,34,"79,200",79 Thou,0,
63,Shams Khwaja,10671,IND,0,Post Graduate,58,"44,240",44 Thou,"2,05,00,000",2 Crore
64,Shazad Shabnam,5655,IND,1,10th Pass,27,"5,40,14,426",5 Crore,"2,50,00,000",2 Crore
65,Sheikh Khalid Jehangir,5652,BJP,1,12th Pass,Unknown,"4,53,00,000",4 Crore,"38,00,000",38 Lacs
66,Showkat Hussain Khan,6013,JD(U),0,8th Pass,37,"75,90,000",75 Lacs,0,
67,Sofi Yousuf,7019,BJP,1,Illiterate,53,"1,17,10,000",1 Crore,0,
68,Subash Chander,4880,IND,0,8th Pass,53,"74,80,000",74 Lacs,0,
69,Surinder Singh,7850,Pragatishil Samajwadi Party (Lohia),0,Graduate,60,0,0,0,
70,Sushil Kumar,5661,Hindusthan Nirman Dal,0,Graduate,46,"1,84,10,778",1 Crore,0,
71,Syed Aqib Hussain,4710,Independent Peoples Party,0,Graduate Professional,27,"37,68,800",37 Lacs,0,
72,Syed Najeeb Shah Naqvi,5643,IND,0,Post Graduate,48,"1,00,50,737",1 Crore,"67,86,855",67 Lacs
73,Syed Zeshan Haider,6049,IND,0,12th Pass,28,"90,000",90 Thou,0,
74,Tarseem Lal Khullar,6053,IND,0,10th Pass,53,"2,27,27,379",2 Crore,"3,98,639",3 Lacs
75,Tilak Raj Bhagat,5396,BSP,0,Graduate Professional,62,"2,91,25,108",2 Crore,0,
76,Tsering Namgyal,11352,BJP,1,Graduate,33,"9,81,904",9 Lacs,0,
77,Vikramaditya Singh,5395,INC,0,Others,54,"36,02,30,337",36 Crore,"48,00,765",48 Lacs
78,Zubair Masoodi,7851,IND,1,12th Pass,38,"11,50,000",11 Lacs,"14,87,848",14 Lacs
