serial_number,name,nem_candidate_id,party,criminal_cases,education,age,assets,assets_in_words,liabilities,liabilities_in_words
76,Bimal Krishna Mandal,13980,BSP,0,Post Graduate,59,"45,75,270",45 Lacs,0,
77,Binay Kumar Malik,11507,Rashtriya Janadhikar Suraksha Party,0,12th Pass,42,"1,93,000",1 Lacs,0,
78,Binoy Kumar Das,7237,IND,0,Graduate,72,"18,87,88,000",18 Crore,0,
79,Biplab Bhatta,12471,CPI,3,8th Pass,50,0,0,"7,75,323",7 Lacs
80,Biplab Mistri,10103,Bharatiya Nyay-Adhikar Raksha Party,0,5th Pass,49,"73,83,499",73 Lacs,"32,49,000",32 Lacs
81,Bir Singh Mahato,12476,AIFB,1,Post Graduate,73,"1,79,09,890",1 Crore,0,
82,Birbaha Hansda,13425,Jharkhand Party (Naren),0,Graduate,37,"2,500",2 Thou,0,
83,Birbaha Saren,12456,AITC,1,Post Graduate,48,"67,02,555",67 Lacs,0,
84,Biren Mahanta,7425,SUCI(C),1,Graduate Professional,43,"30,74,000",30 Lacs,0,
85,Biswanath Ghosh,7860,CPI(M),1,Graduate,69,"1,09,78,779",1 Crore,0,
86,Biswarup Mondal,10075,INC,0,10th Pass,37,"1,01,63,408",1 Crore,"26,29,771",26 Lacs
87,Biswas Rama,10551,CPI(M),1,Post Graduate,56,"32,11,830",32 Lacs,0,
88,Chandan Mallick,11182,BSP,0,Graduate,48,"84,000",84 Thou,0,
89,Chandra Kumar Bose,12734,BJP,1,Post Graduate,58,0,0,"8,31,824",8 Lacs
90,Chandra Sekhar Jha,11553,SHS,2,Graduate Professional,34,"54,65,742",54 Lacs,"12,99,742",12 Lacs
91,Chittaranjan Hansda,10107,IND,0,Post Graduate,63,"5,42,000",5 Lacs,0,
92,Chittaranjan Mallick,11178,IND,0,10th Pass,60,"13,36,950",13 Lacs,0,
93,Choudhury Mohan Jatua,12745,AITC,0,Post Graduate,80,"1,06,67,304",1 Crore,0,
94,Christopher Gahatraj,7215,Indian Democratic Republican Front,0,Graduate,65,"3,000",3 Thou,0,
95,Churka Murmu,10549,BSP,0,12th Pass,63,"1,73,07,942",1 Crore,0,
96,Dasrath Tirkey,4695,AITC,0,Graduate,52,"90,39,609",90 Lacs,"5,81,713",5 Lacs
97,Debabrata Bera,12730,SUCI(C),0,Doctorate,43,"17,80,918",17 Lacs,0,
98,Debabrata Biswas,11524,INC,0,Graduate,60,"2,16,40,220",2 Crore,0,
99,Debasish Biswas,13955,Amra Bangalee,0,10th Pass,53,0,0,0,
100,Debasish Mandal,11203,IND,0,Graduate Professional,43,"68,190",68 Thou,0,
101,Debasish Samanta,12466,BJP,0,Post Graduate,47,"1,92,92,281",1 Crore,"60,00,000",60 Lacs
102,Debasree Chaudhuri,7230,BJP,2,Post Graduate,48,"61,39,123",61 Lacs,"8,23,416",8 Lacs
103,Debjit Roy Chowdhury,14013,IND,0,Graduate Professional,52,"60,000",60 Thou,0,
104,Debjit Sarkar,11557,BJP,9,Graduate Professional,42,"35,23,068",35 Lacs,0,
105,Deblina Hembram,12457,CPI(M),1,10th Pass,48,"17,51,916",17 Lacs,"44,439",44 Thou
106,Deepa Dasmunsi,7229,INC,4,Post Graduate,58,"1,56,15,375",1 Crore,0,
107,Deepak Adhikari,12452,AITC,0,Others,36,"31,73,20,579",31 Crore,"78,79,681",78 Lacs
108,Dhananjoy Banerjee,9881,Purvanchal Janta Party (Secular),0,Post Graduate,44,"20,20,792",20 Lacs,0,
109,Dhananjoy Barman,5409,Welfare Party Of India,0,Post Graduate,33,0,0,0,
110,Dhananjoy Dalai,12485,IND,0,12th Pass,45,"45,000",45 Thou,0,
111,Dhananjoy Sarkar,9900,Bahujan Mukti Party,0,Graduate,39,"6,15,796",6 Lacs,0,
112,Dibyendu Adhikari,12482,AITC,1,Graduate,42,"3,76,87,867",3 Crore,"83,97,501",83 Lacs
113,Digbijay Mandal,7222,IND,0,10th Pass,58,"25,42,668",25 Lacs,"37,618",37 Thou
114,Dilip Kumar Ghosh,12473,BJP,14,10th Pass,54,"45,36,462",45 Lacs,0,
115,Dinesh Maikap,12448,SUCI(C),0,Post Graduate,46,"13,72,008",13 Lacs,"5,00,000",5 Lacs
116,Dinesh Trivedi,11192,AITC,0,Post Graduate,68,"6,62,07,289",6 Crore,"1,59,25,213",1 Crore
117,Dipak Kumar Das,12464,INC,0,Post Graduate,65,"94,44,884",94 Lacs,"2,32,960",2 Lacs
118,Dipak Kumar Roy,7217,Kamatapur Peoples Party (United),0,10th Pass,49,"56,29,000",56 Lacs,"30,000",30 Thou
119,Dipankar Baidya,13954,Rashtriya Janasachetan Party,0,Graduate,39,0,0,0,
120,Dipendu Mahato,12479,JMM,1,8th Pass,46,"28,80,000",28 Lacs,"4,00,000",4 Lacs
121,Dr Nazrul Islam,13984,Mulnibasi Party of India,0,Post Graduate,65,"1,35,13,045",1 Crore,"16,29,908",16 Lacs
122,Dr. Ashok Kandary,13990,BJP,0,Graduate Professional,43,"2,84,92,070",2 Crore,"20,81,000",20 Lacs
123,Dr. Kakoli Ghoshdastidar,13953,AITC,2,Post Graduate,60,"4,05,31,018",4 Crore,"14,96,059",14 Lacs
124,Dr. Mriganka Mahato,13431,AITC,0,Graduate Professional,56,"1,70,24,599",1 Crore,"17,16,993",17 Lacs
125,Dr. Sarat Chandra Haldar,12747,CPI(M),0,Graduate Professional,42,"68,53,079",68 Lacs,0,
126,Dr. Ujjwal Kumar Ghatak,12450,SHS,0,Doctorate,45,"91,89,962",91 Lacs,0,
127,Dudh Kumar Mondal,10109,BJP,7,Graduate,63,"65,59,932",65 Lacs,"1,00,000",1 Lacs
128,Dulal Chandra Hembram,11519,IND,0,12th Pass,61,"91,03,000",91 Lacs,"9,00,000",9 Lacs
129,Durbadal Das,10089,IND,0,8th Pass,43,0,0,0,
130,Durgadas Hajra,11558,IND,0,12th Pass,62,"13,25,108",13 Lacs,0,
131,Faruk Ahamed,10111,Rashtravadi Janata Party,0,10th Pass,49,"32,94,000",32 Lacs,"1,20,000",1 Lacs
132,Firoj Ali,10112,Bharatiya National Janta Dal,0,10th Pass,39,"90,000",90 Thou,0,
133,Fuad Halim,12742,CPI(M),0,Graduate Professional,48,"3,60,20,256",3 Crore,0,
134,Fulchand Mandal,7448,BSP,0,10th Pass,52,"20,51,904",20 Lacs,0,
135,Ganesh Das,11511,IND,3,10th Pass,57,"4,58,173",4 Lacs,0,
136,Gargi Chatterjee,11512,CPI(M),0,Graduate,47,"57,140",57 Thou,0,
137,Gautam Kumar Shaw,11523,Purvanchal Janta Party (Secular),0,Graduate,40,"37,941",37 Thou,0,
138,Gautam Mitra,13998,IND,0,Graduate,61,"31,90,000",31 Lacs,0,
139,Gautam Ray,10553,BSP,0,12th Pass,39,0,0,0,
140,Gergory Trikey,5711,IND,0,Graduate,36,"14,61,968",14 Lacs,"3,61,000",3 Lacs
141,Gobinda Chandra Roy,4619,AIFB,2,Post Graduate,61,"46,44,800",46 Lacs,"4,00,000",4 Lacs
142,Gopal Naskar,13983,Rashtriya Janasachetan Party,0,10th Pass,45,"1,64,100",1 Lacs,0,
143,Gopal Raut,11187,IND,11,8th Pass,50,"1,32,66,243",1 Crore,"61,29,247",61 Lacs
144,Gour Chandra (Akhan) Hembram,13442,Jharkhand Peoples Party,0,Post Graduate,46,"46,80,000",46 Lacs,"9,00,000",9 Lacs
145,Gouranga Chatterjee,10070,CPI(M),3,Post Graduate,59,"16,18,401",16 Lacs,0,
146,Harekrishna Sarkar,7227,IND,1,Doctorate,46,"40,90,011",40 Lacs,"17,47,681",17 Lacs
147,Harekrishna Sarkar,4904,IND,1,Doctorate,46,"40,90,011",40 Lacs,"17,47,681",17 Lacs
148,Haribhakta Sardar,4968,SUCI(C),3,10th Pass,63,"32,19,966",32 Lacs,0,
149,Haripada Biswas,12756,AIFB,0,12th Pass,61,0,0,0,
150,Harka Bahadur Chhetri,7220,All India Jana Andolan Party,3,Doctorate,62,"1,08,44,249",1 Crore,0,
151,Hasim Akhtar,7858,IND,1,Post Graduate,40,"27,43,074",27 Lacs,0,
152,Humayun Kabir,7863,BJP,10,12th Pass,56,"3,63,08,374",3 Crore,"49,00,000",49 Lacs
153,Humayun Kabir Sekh,8259,IND,0,8th Pass,36,"7,77,750",7 Lacs,0,
154,Imam Hossain,10110,INC,0,12th Pass,51,"1,23,69,362",1 Crore,0,
155,Imamul Hasan Mallik,13962,Bharatiya Nyay-Adhikar Raksha Party,0,Graduate Professional,44,"2,43,000",2 Lacs,0,
156,Imtiaz Ahmed Mollah,11200,IND,2,12th Pass,52,"60,000",60 Thou,"10,000",10 Thou
157,Indranil Banerjee,13975,SHS,0,Graduate,44,"2,45,511",2 Lacs,0,
158,Intaj Ali Shah,10540,INC,0,Post Graduate,70,"1,00,54,478",1 Crore,0,
159,Isha Khan Choudhury,7859,INC,0,Graduate,47,0,0,"3,54,254",3 Lacs
160,Iswar Chandra Das,10098,CPI(M),2,Post Graduate,58,"58,92,873",58 Lacs,"28,11,235",28 Lacs
161,Jagannath Sarkar,11255,BJP,1,Graduate Professional,56,"1,76,22,476",1 Crore,0,
162,Jageswar Hembram,13424,INC,1,8th Pass,54,"2,29,925",2 Lacs,0,
163,Jawaharlal Mahato,13433,Mulnibasi Party of India,1,12th Pass,66,"4,40,000",4 Lacs,"1,77,000",1 Lacs
164,Jayanta Debnath,10541,Aihra National Party,0,8th Pass,47,"1,86,03,000",1 Crore,0,
165,Jayanta Kumar Roy,5534,BJP,0,Graduate Professional,51,"1,16,25,047",1 Crore,"13,52,581",13 Lacs
166,Jaykrishna Haldar,12749,SUCI(C),2,8th Pass,64,"1,55,500",1 Lacs,0,
167,Jha Shantanu,10542,CPI(M),1,Doctorate,57,"1,48,39,130",1 Crore,"2,90,686",2 Lacs
168,Jhantu Lal Pakre,11508,Bharatiya Nyay-Adhikar Raksha Party,3,Graduate Professional,49,"52,36,450",52 Lacs,0,
169,Jhuma Saha,12762,Party for Democratic Socialism,0,Graduate,41,0,0,0,
170,Jiban Krishna Majumder,5105,BSP,0,Graduate Professional,63,"59,21,259",59 Lacs,0,
171,Jitendra Nath Roy,12443,CPI(ML) Red Star,0,8th Pass,62,"3,850",3 Thou,0,
172,John Barla,5712,BJP,9,8th Pass,43,"14,18,730",14 Lacs,0,
173,Joseph Kisku,7455,JMM,0,Post Graduate,26,"8,07,000",8 Lacs,0,
174,Joy Banerjee,11560,BJP,2,Graduate,56,"2,46,933",2 Lacs,0,
175,Joydeb Das,14005,Bharateeya Manavadhikar party,14,8th Pass,31,"91,57,810",91 Lacs,"30,21,467",30 Lacs
176,Jyoti Kumari Das,11509,INC,0,Graduate,41,"1,20,69,004",1 Crore,"29,96,520",29 Lacs
177,Jyotirmay Singh Mahato,12478,BJP,2,Graduate Professional,34,"22,50,540",22 Lacs,"4,56,100",4 Lacs
178,Kajal Banerjee,10078,IND,0,Graduate,53,"13,600",13 Thou,0,
179,Kalipada Jana,14014,IND,0,8th Pass,68,0,0,0,
180,Kalyan Banerjee,11205,AITC,0,Graduate Professional,62,"17,59,68,902",17 Crore,"55,22,403",55 Lacs
181,Kalyan Chaubey,10543,BJP,0,10th Pass,40,"2,20,72,625",2 Crore,"16,03,339",16 Lacs
182,Kamarujjaman Khandekar,7457,SUCI(C),0,12th Pass,60,"1,10,253",1 Lacs,0,
183,Kanai Sit,11520,IND,0,8th Pass,29,"28,055",28 Thou,0,
184,Kangsa Raj Barman,4952,Kamatapur Peoples Party (United),1,10th Pass,49,"31,43,000",31 Lacs,0,
185,Kaninika Bose (Ghosh),12726,CPI(M),1,Post Graduate,50,"74,77,775",74 Lacs,"12,00,000",12 Lacs
186,Kartick Naskar,13988,IND,0,12th Pass,68,"2,40,08,000",2 Crore,0,
187,Kartik Kayal,13987,IND,0,Graduate,42,"21,03,111",21 Lacs,0,
188,Kashi Nath Malick,11940,IND,0,8th Pass,35,"16,320",16 Thou,0,
189,Kashinath Das,13999,IND,0,12th Pass,64,0,0,0,
190,Kashinath Dutta,10087,RPI(A),0,12th Pass,68,"23,64,062",23 Lacs,0,
191,Kashinath Murmu,11525,Indian Unity Centre,0,10th Pass,58,"2,75,830",2 Lacs,0,
192,Kenaram Misra,12467,SHS,0,12th Pass,62,"16,68,664",16 Lacs,0,
193,Khagen Murmu,7454,BJP,4,Graduate,59,"1,02,32,439",1 Crore,"10,70,914",10 Lacs
194,Khalilur Rahaman,7854,AITC,0,Graduate,58,"36,83,06,705",36 Crore,"22,48,968",22 Lacs
195,Khandakar Md. Saifullah (Saiful),13422,INC,0,Post Graduate,33,"1,14,46,716",1 Crore,0,
196,Khokan Barman,12465,BSP,0,8th Pass,39,"4,37,600",4 Lacs,"5,00,000",5 Lacs
197,Khushi Ranjan Mondal,7225,Amra Bangalee,0,10th Pass,62,"22,17,097",22 Lacs,0,
198,Krishanpal Balmiki,11549,IND,0,10th Pass,43,"26,83,372",26 Lacs,"4,05,000",4 Lacs
199,Krishna Joyardar,10083,BJP,0,Graduate,55,0,0,0,
200,Krittibas Sardar,12746,INC,0,10th Pass,63,"8,44,789",8 Lacs,"2,58,300",2 Lacs
201,Kumaresh Sarkar,7236,IND,0,10th Pass,44,"4,18,000",4 Lacs,0,
202,Kunar Hembram,12455,BJP,0,Graduate Professional,56,"1,03,87,498",1 Crore,"5,65,000",5 Lacs
203,Kundan Singh,11191,IND,0,10th Pass,35,"7,17,721",7 Lacs,0,
204,Kushadhaj Bala,10084,BSP,0,12th Pass,48,"52,81,000",52 Lacs,"45,000",45 Thou
205,Lachman Rajak,11208,BSP,0,10th Pass,61,"58,43,225",58 Lacs,0,
206,Lakshman Chandra Seth,12481,INC,5,Doctorate,73,"20,45,953",20 Lacs,0,
207,Lakshman Murmu,7233,Ambedkarite Party of India,0,12th Pass,30,"3,77,482",3 Lacs,0,
208,Laxmikanta Mahata,12475,Amra Bangalee,0,Post Graduate,64,"56,01,000",56 Lacs,0,
209,Locket Chatterjee,11195,BJP,14,Graduate,45,0,0,0,
210,Madhusudan Bera,12480,SUCI(C),1,10th Pass,59,"1,99,276",1 Lacs,0,
211,Mafuja Khatun,7855,BJP,2,Graduate,48,"24,08,235",24 Lacs,0,
212,Mahadeb Bauri,13439,BSP,1,10th Pass,39,"4,70,000",4 Lacs,"2,95,380",2 Lacs
213,Maheswar Hembram,13426,Akhil Bhartiya Jharkhand Party,0,12th Pass,29,"3,800",3 Thou,0,
214,Mahua Moitra,10544,AITC,0,Graduate,44,"2,64,95,250",2 Crore,"6,71,138",6 Lacs
215,Makhan Mahapatra,12489,BSP,0,12th Pass,43,"7,37,400",7 Lacs,"5,75,000",5 Lacs
216,Maksuda Khatun,11210,CPI(M),0,Doctorate,58,"1,25,78,736",1 Crore,"28,76,353",28 Lacs
217,Mala Roy,12731,AITC,3,Graduate,61,"1,03,08,401",1 Crore,0,
218,Mamata Thakur,11184,AITC,4,5th Pass,51,"2,20,42,316",2 Crore,0,
219,Mamtaz Sanghamita,10092,AITC,0,Post Graduate,73,0,0,0,
220,Manas Chakraborty,7427,CPI(ML) Red Star,2,10th Pass,55,"5,000",5 Thou,0,
221,Manas Majumder,14006,SHS,0,Graduate,39,"84,000",84 Thou,0,
222,Manas Pradhan,12461,SUCI(C),1,Graduate,49,"78,96,883",78 Lacs,"2,58,000",2 Lacs
223,Manas Ranjan Bhunia,13427,AITC,0,Graduate Professional,67,"6,76,63,831",6 Crore,"26,00,000",26 Lacs
224,Mangal Kumar Sardar,13989,IND,0,Graduate,30,"1,41,661",1 Lacs,0,
225,Mangal Sarkar,11207,IND,0,8th Pass,39,"17,40,000",17 Lacs,0,
226,Mani Kumar Darnal,5535,INC,0,12th Pass,61,"70,11,294",70 Lacs,"3,00,000",3 Lacs
227,Manjur Alahi Munshi,7857,IND,0,12th Pass,54,"95,52,500",95 Lacs,0,
228,Manmohan Garodia,14007,Rashtriya Ahinsa Manch,3,Graduate,56,"4,99,14,874",4 Crore,"1,34,34,730",1 Crore
229,Marphat Ali Khan,12490,IND,0,Literate,52,0,0,0,
230,Mausam Noor,8256,AITC,2,Graduate Professional,39,"1,47,86,683",1 Crore,"3,86,896",3 Lacs
231,Md Habibur Rahaman,7458,Jamat-E-Seratul Mustakim,0,Post Graduate,61,"55,98,091",55 Lacs,0,
232,Md Imtiaz Khan,14008,Bharat Prabhat Party,0,12th Pass,45,"33,94,996",33 Lacs,0,
233,Md Moazzem Hossain,8255,AITC,0,Graduate Professional,63,"1,35,73,609",1 Crore,0,
234,Md Zahir Alam,10073,Bahujan Mukti Party,0,Post Graduate,62,"1,748",1 Thou,0,
235,Md. Alam,11551,INC,0,8th Pass,44,"28,09,421",28 Lacs,0,
236,Md. Dulal Hoque,7862,IND,0,12th Pass,40,"78,899",78 Thou,0,
237,Md. Ezaruddin,10080,Jamat-E-Seratul Mustakim,0,Post Graduate,79,"5,27,866",5 Lacs,0,
238,Md. Goribulla Molla,12743,BSP,0,10th Pass,43,"11,92,900",11 Lacs,0,
239,Md. Jalaluddin Mondal,9902,IND,0,Post Graduate,59,0,0,0,
240,Md. Rezaul Karim,10108,CPI(M),0,Doctorate,54,"1,18,77,651",1 Crore,"15,95,184",15 Lacs
241,Md. Sahajan Badsha,7238,IND,0,Others,34,"57,678",57 Thou,0,
242,Md. Salim,7231,CPI(M),1,Post Graduate,61,"96,90,051",96 Lacs,"6,19,755",6 Lacs
243,Md. Samiruddin,7436,SUCI(C),0,Graduate,48,"26,267",26 Thou,0,
244,Md. Shanawaz,11198,SUCI(C),0,Post Graduate,61,"1,02,68,828",1 Crore,0,
245,Md. Shyead Ahamed,11193,IND,0,Literate,55,"39,17,000",39 Lacs,0,
246,Md. Tabarok Hossain Molla,13963,All India Labour Party,0,Graduate,28,"6,11,356",6 Lacs,0,
247,Md. Taiedul Islam,7435,SDPI,0,Graduate,57,"25,20,831",25 Lacs,0,
248,Md. Zulfikar Ali,7438,CPI(M),0,Post Graduate,53,"86,64,555",86 Lacs,"13,00,000",13 Lacs
249,Mijanul Haque,7461,BSP,0,12th Pass,36,0,0,"21,50,000",21 Lacs
250,Milan Mandi,13446,IND,5,12th Pass,40,"2,90,750",2 Lacs,0,
251,Mili Oraon,4616,Revolutionary Socialist Party,0,Post Graduate,42,"28,04,955",28 Lacs,"3,04,672",3 Lacs
252,Mimi Chakraborty,13981,AITC,0,Graduate,30,"2,43,98,786",2 Crore,"19,00,788",19 Lacs
253,Minati Biswas,10555,INC,0,Graduate,56,"31,97,168",31 Lacs,"7,77,679",7 Lacs
254,Minati Sarkar,11209,SUCI(C),0,Graduate,61,"10,91,556",10 Lacs,0,
255,Mir Tipu Sultan Ali,12727,Party for Democratic Socialism,0,8th Pass,51,"79,90,343",79 Lacs,"50,000",50 Thou
256,Mita Chakraborty,12733,INC,0,Graduate Professional,44,"44,75,11,958",44 Crore,"18,78,53,701",18 Crore
257,Mizanoor Rahaman,13964,IND,1,8th Pass,45,"3,35,49,078",3 Crore,"2,60,00,000",2 Crore
258,Mohan Hasda,8257,IND,0,Graduate,30,"4,20,988",4 Lacs,0,
259,Mohanlal Basumata,4905,INC,0,Graduate Professional,44,0,0,"6,59,760",6 Lacs
260,Monatan Hembram,7861,Bahujan Mukti Party,0,Graduate,35,"65,000",65 Thou,0,
261,Motyar Rahaman,13421,Bharat Prabhat Party,0,8th Pass,49,"31,47,000",31 Lacs,"8,56,000",8 Lacs
262,Mrinal Kanti Bhattacharjee,13958,IND,0,12th Pass,57,"35,929",35 Thou,0,
263,Mrinal Kanti Debnath,12758,BJP,0,Graduate Professional,68,"49,49,682",49 Lacs,"33,70,182",33 Lacs
264,Mrityunjoy Mahato,13438,IND,0,Graduate,57,"10,15,951",10 Lacs,0,
265,Mukul Biswas,10101,BSP,0,Post Graduate,46,"44,27,500",44 Lacs,0,
